GRIDCODE,CVENTMUN,POB URBANA en CELL,POBTOT en MUN,Furb
214553,13054,53,6808,0.007784959
214564,13012,379,7261,0.052196667
214581,21109,3178,6701,0.474257573
214582,21109,9,6701,0.001343083
214588,21197,1389,48583,0.028590248
214589,21197,299,48583,0.006154416
214597,30037,1716,5619,0.305392419
214602,30066,1157,5992,0.193090788
214603,30066,280,5992,0.046728972
214608,30066,20,5992,0.003337784
214613,30124,6,68335,8.78027E-05
215392,14020,4,3211,0.001245718
215444,14024,12,17105,0.000701549
215447,14114,1864,12687,0.146922046
215448,14114,558,12687,0.043982029
215449,14114,458,12687,0.036099945
215450,14114,11,12687,0.000867029
215465,14044,1,25875,3.86473E-05
215466,14044,101,25875,0.003903382
215475,14066,54,32188,0.001677644
215476,14066,282,32188,0.008761029
215477,14066,1732,32188,0.053808873
215478,14066,79,32188,0.002454331
215480,14063,3087,83769,0.036851341
215481,14063,24,83769,0.000286502
215484,14047,1776,19958,0.088986872
215505,16069,76,83323,0.000912113
215506,16069,3889,83323,0.046673788
215507,16069,56,83323,0.000672083
215518,11023,6,55777,0.000107571
215524,11016,0,5505,0
215525,11016,0,5505,0
215535,11042,9,74064,0.000121517
215536,11042,33,74064,0.000445561
215539,11018,69,27025,0.002553191
215540,11018,118,27025,0.004366327
215544,11011,871,67182,0.012964782
215567,22008,1078,6576,0.16392944
215576,22016,94,177956,0.00052822
215577,22016,0,177956,0
215578,22016,0,177956,0
215579,22016,1241,177956,0.006973634
215583,13029,43,15882,0.002707468
215587,13029,20,15882,0.001259287
215588,13029,13,15882,0.000818537
215589,13029,607,15882,0.038219368
215603,13019,184,1174,0.156729131
215604,13019,1,1174,0.000851789
215633,13004,242,2007,0.120577977
215634,13004,33,2007,0.016442451
215638,13060,1011,2433,0.415536375
215643,21178,822,1685,0.487833828
215644,21178,168,1685,0.099703264
216468,14084,49,8839,0.005543614
216469,14084,13,8839,0.001470755
216501,14077,241,16220,0.0148582
216502,14077,1086,16220,0.066954377
216503,14024,1084,17105,0.063373283
216519,14097,224,378965,0.000591084
216526,14044,24,25875,0.000927536
216527,14044,39,25875,0.001507246
216528,14030,1701,44292,0.038404226
216534,14123,1401,5839,0.239938346
216535,14066,4,32188,0.00012427
216548,14018,0,38021,0
216568,11023,75,55777,0.00134464
216569,11023,0,55777,0
216576,11023,414,55777,0.007422414
216577,11023,0,55777,0
216593,11042,29,74064,0.000391553
216594,11042,1,74064,1.35018E-05
216595,11042,2,74064,2.70037E-05
216599,11018,2,27025,7.40056E-05
216603,11011,131,67182,0.001949927
216626,22008,464,6576,0.070559611
216632,22016,1891,177956,0.010626222
216635,22016,1160,177956,0.006518465
216636,22016,0,177956,0
216637,22016,0,177956,0
216638,22016,751,177956,0.004220144
216642,13029,114,15882,0.007177937
216643,13029,2,15882,0.000125929
216647,13029,60,15882,0.003777862
216648,13029,1667,15882,0.104961592
216671,13055,316,2214,0.142728094
216672,13055,157,2214,0.070912376
216692,13004,262,2007,0.130543099
216693,13004,209,2007,0.104135526
216697,13060,1422,2433,0.584463625
216738,30158,215,6986,0.030775837
216739,30158,131,6986,0.018751789
217527,14084,15,8839,0.001697025
217528,14084,3,8839,0.000339405
217539,14012,598,1547,0.386554622
217558,14077,69,16220,0.004254007
217559,14077,47,16220,0.002897657
217564,14024,1098,17105,0.064191757
217567,14114,220,12687,0.017340585
217568,14002,0,20297,0
217569,14002,14,20297,0.000689757
217570,14002,811,20297,0.039956644
217577,14097,126,378965,0.000332485
217578,14097,1486,378965,0.003921206
217580,14097,1879,378965,0.004958242
217583,14044,1,25875,3.86473E-05
217607,14018,6,38021,0.000157808
217611,14016,0,24924,0
217612,14016,27,24924,0.001083293
217620,14033,166,11376,0.014592124
217621,14033,0,11376,0
217634,11023,399,55777,0.007153486
217635,11023,870,55777,0.015597827
217636,11023,42,55777,0.000752999
217641,11001,30,30809,0.000973741
217651,11042,2503,74064,0.033795096
217652,11042,50,74064,0.000675092
217653,11042,0,74064,0
217667,11007,20,406000,4.92611E-05
217668,11007,2122,406000,0.005226601
217669,11007,75,406000,0.000184729
217682,22008,1237,6576,0.188108273
217683,22008,5,6576,0.000760341
217687,22012,1604,50137,0.031992341
217690,22016,195,177956,0.001095776
217691,22016,205,177956,0.00115197
217692,22016,1967,177956,0.011053294
217693,22016,89,177956,0.000500124
217694,22016,0,177956,0
217695,22016,3882,177956,0.021814381
217696,22016,1637,177956,0.009198903
217701,13029,62,15882,0.00390379
217717,13006,83,1507,0.055076311
217730,13055,150,2214,0.067750678
217731,13055,7,2214,0.003161698
217757,13053,15,2568,0.005841121
217768,21197,298,48583,0.006133833
217788,30124,813,68335,0.011897271
217789,30124,31,68335,0.000453647
217798,30158,254,6986,0.036358431
218598,14012,255,1547,0.164835165
218600,14062,7,1538,0.004551365
218601,14062,167,1538,0.108582575
218617,14077,57,16220,0.00351418
218618,14077,503,16220,0.031011097
218627,14002,3,20297,0.000147805
218628,14002,3,20297,0.000147805
218629,14002,793,20297,0.039069813
218631,14097,602,378965,0.001588537
218632,14097,569,378965,0.001501458
218634,14097,19,378965,5.01366E-05
218635,14097,0,378965,0
218636,14097,113,378965,0.000298181
218639,14097,40,378965,0.000105551
218641,14044,3217,25875,0.124328502
218642,14044,1198,25875,0.046299517
218643,14044,88,25875,0.003400966
218652,14123,192,5839,0.032882343
218670,14016,12,24924,0.000481464
218671,14016,10,24924,0.00040122
218679,14033,3,11376,0.000263713
218680,14033,48,11376,0.004219409
218693,11023,51,55777,0.000914355
218694,11023,2551,55777,0.045735698
218700,11001,94,30809,0.003051057
218701,11001,35,30809,0.001136032
218717,11011,335,67182,0.004986455
218718,11011,984,67182,0.01464678
218721,11011,2,67182,2.97699E-05
218726,11007,3,406000,7.38916E-06
218727,11007,7,406000,1.72414E-05
218728,11007,0,406000,0
218731,11004,594,35501,0.016731923
218732,11004,67,35501,0.001887271
218733,11004,10,35501,0.000281682
218741,22008,673,6576,0.102341849
218742,22008,607,6576,0.092305353
218743,22008,84,6576,0.012773723
218746,22012,906,50137,0.018070487
218748,22012,1926,50137,0.038414744
218754,22016,2785,177956,0.015649936
218755,22016,636,177956,0.003573917
218757,22016,1459,177956,0.008198656
218782,13030,295,40521,0.007280176
218783,13030,230,40521,0.005676069
218816,13053,413,2568,0.160825545
218827,21197,430,48583,0.008850833
218846,30124,262,68335,0.003834053
218847,30124,1,68335,1.46338E-05
218848,30124,324,68335,0.004741348
219660,14062,43,1538,0.027958388
219690,14097,214,378965,0.000564696
219691,14097,3252,378965,0.008581267
219692,14097,32,378965,8.44405E-05
219693,14097,1168,378965,0.003082079
219694,14097,248,378965,0.000654414
219695,14097,834,378965,0.002200731
219698,14097,696,378965,0.001836581
219699,14097,943,378965,0.002488356
219700,14097,0,378965,0
219711,14123,156,5839,0.026716904
219712,14123,4,5839,0.000685049
219759,11001,18,30809,0.000584245
219760,11001,1,30809,0.000032458
219776,11011,507,67182,0.007546664
219777,11011,489,67182,0.007278735
219778,11011,0,67182,0
219779,11011,2,67182,2.97699E-05
219780,11011,1632,67182,0.024292221
219784,11007,8,406000,1.97044E-05
219785,11007,1067,406000,0.002628079
219786,11007,0,406000,0
219787,11007,632,406000,0.00155665
219789,11005,31,52134,0.000594622
219790,11004,6,35501,0.000169009
219791,11004,107,35501,0.003014
219792,11004,1,35501,2.81682E-05
219802,22008,2087,6576,0.31736618
219803,22008,341,6576,0.051855231
219805,22012,3238,50137,0.064583042
219806,22012,10,50137,0.000199453
219807,22012,2306,50137,0.045993977
219808,22012,3037,50137,0.060574027
219809,22012,1041,50137,0.020763109
219812,22016,1348,177956,0.007574906
219813,22016,2007,177956,0.011278069
219814,22017,620,47952,0.012929596
219815,22017,2196,47952,0.045795796
219837,13030,52,40521,0.001283285
219838,13030,92,40521,0.002270428
219839,13030,89,40521,0.002196392
219840,13030,330,40521,0.008143925
219841,13030,661,40521,0.016312529
219842,13030,128,40521,0.003158856
219870,30198,633,633,1
219881,21187,1272,1272,1
219904,30124,68,68335,0.000995098
219905,30124,2297,68335,0.033613814
220734,14006,217,38839,0.005587168
220735,14006,1164,38839,0.029969876
220738,14077,1747,16220,0.107706535
220746,14083,2,56469,3.54177E-05
220750,14097,3,378965,7.9163E-06
220751,14097,47,378965,0.000124022
220753,14097,489,378965,0.001290357
220754,14097,2405,378965,0.006346233
220755,14097,125,378965,0.000329846
220757,14097,22,378965,5.80529E-05
220758,14097,3,378965,7.9163E-06
220759,14070,1159,134508,0.008616588
220760,14070,0,134508,0
220761,14070,1,134508,7.4345E-06
220762,14070,0,134508,0
220824,11024,1,3741,0.000267308
220835,11044,734,40868,0.017960262
220836,11044,201,40868,0.004918273
220837,11044,78,40868,0.001908584
220838,11011,431,67182,0.006415409
220839,11011,69,67182,0.001027061
220841,11007,24,406000,5.91133E-05
220842,11007,3062,406000,0.007541872
220843,11007,5,406000,1.23153E-05
220844,11007,2136,406000,0.005261084
220845,11007,66,406000,0.000162562
220848,11005,7,52134,0.000134269
220849,11005,1061,52134,0.020351402
220850,11005,1691,52134,0.032435647
220852,11004,13,35501,0.000366187
220853,11004,10,35501,0.000281682
220864,22012,3572,50137,0.071244789
220865,22012,2594,50137,0.051738237
220866,22012,77,50137,0.001535792
220867,22012,67,50137,0.001336338
220869,22012,601,50137,0.011987155
220870,22016,175,177956,0.000983389
220871,22016,1258,177956,0.007069163
220874,22017,36,47952,0.000750751
220875,22017,10,47952,0.000208542
220876,22017,52,47952,0.001084418
220897,13030,583,40521,0.014387601
220898,13030,113,40521,0.002788677
220899,13030,2637,40521,0.065077367
220938,13027,1727,5105,0.338295788
220939,13027,1271,5105,0.248971596
220940,13027,1013,5105,0.198432909
220950,21194,1474,20948,0.070364713
220951,21194,355,20948,0.016946725
220963,30124,158,68335,0.002312139
220964,30124,865,68335,0.012658228
220965,30124,979,68335,0.01432648
220972,30069,50,13651,0.003662735
220973,30069,6,13651,0.000439528
221764,14058,47,8801,0.005340302
221765,14058,139,8801,0.01579366
221790,14006,377,38839,0.009706738
221791,14006,261,38839,0.006720049
221797,14077,952,16220,0.058692972
221805,14083,418,56469,0.007402292
221806,14083,99,56469,0.001753174
221809,14097,0,378965,0
221810,14097,411,378965,0.001084533
221811,14098,84,600972,0.000139774
221812,14097,1688,378965,0.004454237
221813,14097,11,378965,2.90264E-05
221814,14097,88,378965,0.000232211
221815,14097,936,378965,0.002469885
221816,14070,42,134508,0.000312249
221817,14070,1098,134508,0.008163083
221818,14070,602,134508,0.00447557
221819,14070,3,134508,2.23035E-05
221820,14070,65,134508,0.000483243
221821,14070,60,134508,0.00044607
221823,14124,331,38189,0.008667417
221824,14124,2413,38189,0.063185734
221833,14105,502,12516,0.040108661
221834,14105,342,12516,0.027325024
221843,14013,271,35930,0.007542444
221844,14013,342,35930,0.009518508
221849,14016,357,24924,0.014323544
221850,14016,86,24924,0.003450489
221883,11024,2304,3741,0.615878107
221888,11027,23,194687,0.000118138
221889,11027,81,194687,0.000416052
221891,11027,1860,194687,0.009553797
221892,11027,66,194687,0.000339006
221893,11044,518,40868,0.012674954
221894,11044,1530,40868,0.037437604
221895,11044,7,40868,0.000171283
221896,11044,386,40868,0.009445043
221900,11007,824,406000,0.002029557
221901,11007,839,406000,0.002066502
221902,11007,1118,406000,0.002753695
221903,11007,966,406000,0.00237931
221904,11007,231,406000,0.000568966
221906,11005,717,52134,0.013753021
221907,11005,2492,52134,0.0477999
221908,11005,246,52134,0.00471861
221909,11005,2,52134,3.83627E-05
221912,11004,4,35501,0.000112673
221913,22006,606,121146,0.005002229
221914,22006,234,121146,0.001931554
221915,22006,3435,121146,0.028354217
221916,22006,2594,121146,0.02141218
221917,22006,945,121146,0.007800505
221923,22012,51,50137,0.001017213
221925,22012,465,50137,0.009274588
221926,22012,440,50137,0.008775954
221927,22012,1375,50137,0.027424856
221928,22012,840,50137,0.016754094
221930,22016,3,177956,1.68581E-05
221934,22017,1167,47952,0.024336837
221935,22017,121,47952,0.002523357
221943,13059,567,5844,0.097022587
221957,13030,628,40521,0.015498137
221958,13030,401,40521,0.009896103
222002,21086,376,376,1
222009,21194,27,20948,0.001288906
222010,21194,123,20948,0.005871682
222018,30040,78,34036,0.002291691
222019,30040,309,34036,0.009078623
222022,30124,30,68335,0.000439014
222023,30124,42,68335,0.000614619
222024,30124,321,68335,0.004697446
222031,30069,1282,13651,0.093912534
222032,30069,349,13651,0.025565893
222823,14058,2,8801,0.000227247
222824,14058,219,8801,0.024883536
222848,14006,25,38839,0.000643683
222849,14006,3429,38839,0.088287546
222850,14006,265,38839,0.006823039
222868,14097,8,378965,2.11101E-05
222869,14097,398,378965,0.001050229
222870,14098,1,600972,1.66397E-06
222871,14098,13,600972,2.16316E-05
222872,14098,1819,600972,0.003026763
222873,14098,240,600972,0.000399353
222874,14070,34,134508,0.000252773
222875,14070,671,134508,0.004988551
222876,14070,159,134508,0.001182086
222877,14070,156,134508,0.001159782
222878,14101,273,455365,0.000599519
222879,14101,276,455365,0.000606107
222880,14101,24,455365,0.000052705
222881,14101,1,455365,2.19604E-06
222892,14105,76,12516,0.006072228
222893,14105,265,12516,0.021172899
222902,14013,332,35930,0.009240189
222903,14013,1385,35930,0.038547175
222944,11027,1330,194687,0.006831478
222945,11027,2497,194687,0.012825715
222946,11027,429,194687,0.002203537
222947,11027,2,194687,1.02729E-05
222948,11027,3012,194687,0.015470987
222949,11027,0,194687,0
222957,11044,1908,40868,0.046686894
222958,11007,569,406000,0.001401478
222959,11007,1931,406000,0.004756158
222960,11007,42,406000,0.000103448
222961,11007,352,406000,0.000866995
222962,11007,1040,406000,0.002561576
222963,11007,691,406000,0.00170197
222964,11007,1446,406000,0.003561576
222965,11005,624,52134,0.011969156
222966,11005,23,52134,0.000441171
222967,11005,104,52134,0.001994859
222969,11005,2427,52134,0.046553113
222970,11005,442,52134,0.008478152
222971,11005,237,52134,0.004545978
222973,22006,343,121146,0.002831294
222974,22006,3,121146,2.47635E-05
222975,22014,608,730455,0.000832358
222976,22014,1484,730455,0.00203161
222977,22014,492,730455,0.000673553
222978,22011,215,62818,0.003422586
222981,22011,459,62818,0.007306823
222983,22012,491,50137,0.009793167
222984,22012,2660,50137,0.05305463
222988,22017,2066,47952,0.043084751
222990,22017,1566,47952,0.032657658
222993,22017,928,47952,0.019352686
222994,22017,126,47952,0.002627628
223001,13059,32,5844,0.005475702
223002,13059,24,5844,0.004106776
223013,13058,0,3744,0
223014,13058,380,3744,0.101495726
223036,13036,212,1673,0.12671847
223037,13036,1077,1673,0.643753736
223042,30072,17,5211,0.00326233
223061,21111,1518,5113,0.29689028
223070,21194,66,20948,0.003150659
223071,21194,33,20948,0.001575329
223075,30175,1912,41062,0.046563733
223076,30131,11,188499,5.83557E-05
223077,30040,3211,34036,0.094341286
223078,30040,312,34036,0.009166765
223079,30131,157,188499,0.000832896
223090,30069,0,13651,0
223091,30069,9,13651,0.000659292
223092,30158,66,6986,0.009447466
223093,30158,1750,6986,0.250501002
223897,14038,0,1847,0
223928,14097,86,378965,0.000226934
223929,14120,750,1222745,0.000613374
223930,14120,3661,1222745,0.002994083
223931,14098,278,600972,0.000462584
223932,14098,205,600972,0.000341114
223933,14070,51,134508,0.00037916
223934,14070,342,134508,0.0025426
223935,14070,54,134508,0.000401463
223936,14098,945,600972,0.001572453
223937,14101,2835,455365,0.006225775
223938,14101,50,455365,0.000109802
223939,14101,82,455365,0.000180075
223940,14124,1490,38189,0.039016471
223941,14124,90,38189,0.0023567
223959,14013,88,35930,0.002449207
223960,14013,208,35930,0.005789034
223966,14016,13,24924,0.000521586
223971,14048,538,8249,0.065220027
223972,14048,21,8249,0.002545763
224001,11017,16,433406,3.69169E-05
224002,11017,5013,433406,0.011566522
224003,11027,189,194687,0.000970789
224004,11027,8,194687,4.10916E-05
224005,11027,2922,194687,0.015008706
224006,11027,0,194687,0
224007,11027,3480,194687,0.017874845
224008,11027,0,194687,0
224009,11027,37,194687,0.000190049
224010,11027,142,194687,0.000729376
224014,11035,27,54090,0.000499168
224019,11007,31,406000,7.63547E-05
224020,11007,763,406000,0.00187931
224021,11007,48,406000,0.000118227
224022,11007,228,406000,0.000561576
224023,11007,14,406000,3.44828E-05
224024,11005,2871,52134,0.055069628
224025,11005,185,52134,0.003548548
224029,11005,2362,52134,0.045306326
224031,11005,2635,52134,0.050542832
224032,11005,243,52134,0.004661066
224033,22014,1611,730455,0.002205475
224034,22014,78,730455,0.000106783
224035,22014,858,730455,0.00117461
224036,22014,585,730455,0.000800871
224037,22011,1497,62818,0.023830749
224039,22011,1572,62818,0.025024674
224040,22011,2869,62818,0.045671623
224049,22017,409,47952,0.008529363
224052,22017,766,47952,0.015974308
224072,13058,105,3744,0.028044872
224073,13058,151,3744,0.040331197
224101,30072,0,5211,0
224120,21111,491,5113,0.096029728
224122,21111,102,5113,0.019949149
224123,21111,1623,5113,0.317426169
224135,30131,11,188499,5.83557E-05
224136,30131,3,188499,1.59152E-05
224137,30131,1077,188499,0.005713558
224138,30131,81,188499,0.000429711
224926,14067,125,245563,0.000509034
224927,14067,1,245563,4.07227E-06
224977,14083,709,56469,0.012555561
224987,14120,343,1222745,0.000280516
224988,14120,660,1222745,0.000539769
224989,14120,203,1222745,0.00016602
224990,14039,3615,1495178,0.002417772
224991,14039,2193,1495178,0.001466715
224992,14039,3478,1495178,0.002326144
224993,14098,1599,600972,0.00266069
224994,14098,2974,600972,0.00494865
224995,14098,2059,600972,0.003426116
224996,14101,14,455365,3.07446E-05
225000,14124,5,38189,0.000130928
225001,14124,2187,38189,0.0572678
225002,14124,1927,38189,0.050459556
225019,14013,20,35930,0.000556638
225030,14048,184,8249,0.022305734
225031,14048,18,8249,0.002182083
225049,11012,138,13948,0.009893892
225050,11012,0,13948,0
225061,11017,550,433406,0.001269018
225063,11017,2973,433406,0.006859619
225065,11027,976,194687,0.005013175
225066,11027,118,194687,0.000606101
225067,11027,0,194687,0
225068,11027,0,194687,0
225073,11035,941,54090,0.017396931
225076,11035,2601,54090,0.048086522
225077,11035,141,54090,0.002606767
225080,11007,5,406000,1.23153E-05
225081,11007,859,406000,0.002115764
225088,11005,570,52134,0.010933364
225091,22014,172,730455,0.00023547
225092,22014,3177,730455,0.004349344
225093,22014,2535,730455,0.00347044
225094,22014,5030,730455,0.006886119
225095,22011,172,62818,0.002738069
225096,22011,5611,62818,0.089321532
225097,22011,68,62818,0.001082492
225098,22011,54,62818,0.000859626
225104,22005,3126,15623,0.200089611
225106,22017,183,47952,0.003816316
225150,13037,123,3125,0.03936
225164,30170,672,1114,0.603231598
225194,30175,49,41062,0.001193317
225195,30131,1917,188499,0.010169815
225196,30131,3143,188499,0.016673829
225197,30131,3129,188499,0.016599558
225985,14067,976,245563,0.00397454
225986,14067,85,245563,0.000346143
226038,14083,10,56469,0.000177088
226039,14083,17,56469,0.00030105
226046,14120,2702,1222745,0.002209782
226047,14120,638,1222745,0.000521777
226048,14120,2093,1222745,0.001711722
226049,14039,3729,1495178,0.002494017
226050,14039,664,1495178,0.000444094
226051,14039,2364,1495178,0.001581083
226052,14039,3166,1495178,0.002117474
226053,14039,3795,1495178,0.002538159
226054,14101,3491,455365,0.007666378
226055,14101,45,455365,9.88218E-05
226060,14124,17,38189,0.000445154
226061,14124,77,38189,0.002016287
226108,11012,20,13948,0.001433897
226109,11012,8,13948,0.000573559
226114,11001,3409,30809,0.110649486
226115,11017,678,433406,0.001564353
226116,11017,2,433406,4.61461E-06
226118,11017,2439,433406,0.005627518
226119,11017,670,433406,0.001545895
226120,11017,3865,433406,0.008917735
226121,11017,1288,433406,0.002971809
226122,11017,1,433406,2.30731E-06
226124,11027,1909,194687,0.009805483
226131,11035,3,54090,5.54631E-05
226132,11035,6179,54090,0.114235533
226133,11035,413,54090,0.007635422
226140,11007,2579,406000,0.006352217
226150,22014,1711,730455,0.002342376
226151,22014,471,730455,0.000644804
226152,22014,16,730455,2.19042E-05
226153,22014,232,730455,0.00031761
226154,22014,190,730455,0.000260112
226155,22011,597,62818,0.009503645
226156,22011,2395,62818,0.038126015
226157,22011,310,62818,0.004934891
226158,22011,1920,62818,0.030564488
226165,22017,1520,47952,0.031698365
226171,22007,258,23622,0.010922022
226172,22007,51,23622,0.002159004
226197,13015,659,659,1
226209,13037,860,3125,0.2752
226223,30170,18,1114,0.016157989
226253,30175,2171,41062,0.052871268
226254,30175,805,41062,0.019604501
226255,30131,116,188499,0.000615388
227044,14067,58,245563,0.000236192
227045,14067,115,245563,0.000468312
227046,14067,10,245563,4.07227E-05
227096,14083,2968,56469,0.052559812
227097,14083,0,56469,0
227098,14083,672,56469,0.011900335
227105,14120,0,1222745,0
227106,14120,400,1222745,0.000327133
227107,14120,1743,1222745,0.001425481
227108,14039,2071,1495178,0.001385119
227109,14039,173,1495178,0.000115705
227110,14039,2193,1495178,0.001466715
227111,14039,5141,1495178,0.003438387
227112,14039,566,1495178,0.00037855
227113,14039,90,1495178,6.01935E-05
227114,14101,0,455365,0
227115,14101,1256,455365,0.002758227
227127,14093,562,116969,0.004804692
227136,14093,368,116969,0.003146133
227137,14093,815,116969,0.006967658
227144,14008,0,56317,0
227173,11001,7,30809,0.000227206
227174,11017,3755,433406,0.008663932
227175,11017,5,433406,1.15365E-05
227176,11017,701,433406,0.001617421
227177,11017,963,433406,0.002221935
227178,11017,293,433406,0.00067604
227179,11017,540,433406,0.001245945
227180,11017,531,433406,0.001225179
227181,11027,1,194687,5.13645E-06
227182,11027,94,194687,0.000482826
227191,11035,3,54090,5.54631E-05
227195,11035,2560,54090,0.047328527
227199,11009,16,40864,0.000391543
227200,11009,2,40864,4.89428E-05
227207,22014,17,730455,2.32732E-05
227208,22014,2874,730455,0.003934534
227209,22014,317,730455,0.000433976
227210,22014,3,730455,4.10703E-06
227211,22014,2429,730455,0.003325325
227212,22014,2081,730455,0.002848909
227213,22014,19,730455,2.60112E-05
227214,22011,811,62818,0.012910312
227217,22011,3921,62818,0.062418415
227218,22011,260,62818,0.004138941
227229,22007,3858,23622,0.163322327
227231,22007,999,23622,0.042291085
227271,13081,15,23125,0.000648649
227272,13081,1088,23125,0.047048649
227273,13081,463,23125,0.020021622
227288,30180,294,1386,0.212121212
227297,30083,292,3599,0.081133648
228102,14067,205,245563,0.000834816
228103,14067,1362,245563,0.005546438
228104,14067,18,245563,7.33009E-05
228105,14067,245,245563,0.000997707
228147,14003,1180,15512,0.076070139
228148,14003,118,15512,0.007607014
228151,14095,3,3774,0.000794913
228152,14095,11,3774,0.002914679
228155,14083,98,56469,0.001735465
228156,14083,110,56469,0.001947971
228164,14120,10,1222745,8.17832E-06
228165,14120,295,1222745,0.00024126
228166,14120,1385,1222745,0.001132697
228167,14039,211,1495178,0.00014112
228168,14039,1537,1495178,0.001027971
228169,14039,20,1495178,1.33763E-05
228170,14039,6426,1495178,0.004297816
228171,14039,4549,1495178,0.003042447
228172,14101,1244,455365,0.002731874
228173,14101,173,455365,0.000379915
228195,14093,20,116969,0.000170985
228203,14008,452,56317,0.008025996
228204,14008,1425,56317,0.025303194
228234,11017,47,433406,0.000108443
228235,11017,166,433406,0.000383013
228236,11017,7,433406,1.61511E-05
228237,11017,5944,433406,0.013714623
228238,11017,13,433406,0.000029995
228239,11017,1565,433406,0.003610933
228241,11027,14,194687,7.19103E-05
228255,11009,16,40864,0.000391543
228256,11009,10,40864,0.000244714
228258,11009,249,40864,0.006093383
228259,11009,7,40864,0.0001713
228268,22014,196,730455,0.000268326
228269,22014,183,730455,0.000250529
228275,22011,460,62818,0.007322742
228276,22011,30,62818,0.00047757
228288,22007,1423,23622,0.060240454
228290,22004,2466,16231,0.151931489
228291,22004,101,16231,0.00622266
228294,22004,61,16231,0.00375824
228295,22004,1090,16231,0.067155443
228331,13081,2984,23125,0.129037838
228332,13081,180,23125,0.007783784
229161,18020,56,103645,0.000540306
229162,14067,703,245563,0.002862809
229163,14067,0,245563,0
229164,14067,1,245563,4.07227E-06
229205,14003,137,15512,0.008831872
229206,14003,2136,15512,0.137699845
229215,14083,35,56469,0.000619809
229216,14083,1100,56469,0.019479715
229220,14120,51,1222745,4.17094E-05
229221,14120,2690,1222745,0.002199968
229223,14120,1,1222745,8.17832E-07
229224,14120,1292,1222745,0.001056639
229225,14120,517,1222745,0.000422819
229226,14039,1013,1495178,0.000677511
229227,14039,2798,1495178,0.001871349
229228,14039,2683,1495178,0.001794435
229229,14039,496,1495178,0.000331733
229230,14039,2106,1495178,0.001408528
229255,14125,4,9774,0.000409249
229256,14125,13,9774,0.001330059
229262,14008,283,56317,0.005025126
229263,14008,0,56317,0
229275,11008,0,13956,0
229276,11008,61,13956,0.00437088
229277,11008,25,13956,0.001791344
229293,11017,106,433406,0.000244574
229294,11017,867,433406,0.002000434
229296,11017,63,433406,0.00014536
229297,11017,8,433406,1.84584E-05
229298,11017,1548,433406,0.003571709
229314,11009,1636,40864,0.040035239
229315,11009,226,40864,0.00553054
229317,11009,3690,40864,0.09029953
229318,11009,0,40864,0
229326,22014,11,730455,1.50591E-05
229327,22014,1,730455,1.36901E-06
229328,22014,308,730455,0.000421655
229333,22011,3902,62818,0.062115954
229334,22011,3435,62818,0.054681779
229342,22005,350,15623,0.022402868
229343,22005,3039,15623,0.194520899
229349,22004,374,16231,0.023042326
229350,22004,0,16231,0
229353,22004,827,16231,0.050951882
229354,22004,143,16231,0.008810301
229412,30083,733,3599,0.203667685
229438,30124,1,68335,1.46338E-05
229439,30124,1324,68335,0.019375137
230220,18020,595,103645,0.00574075
230221,14067,38,245563,0.000154746
230222,14067,0,245563,0
230223,14067,4,245563,1.62891E-05
230275,14009,3,14151,0.000211999
230276,14009,871,14151,0.06155042
230277,14009,756,14151,0.053423786
230280,14120,494,1222745,0.000404009
230281,14120,0,1222745,0
230282,14120,109,1222745,8.91437E-05
230283,14120,6,1222745,4.90699E-06
230284,14120,1286,1222745,0.001051732
230285,14120,123,1222745,0.000100593
230286,14120,2552,1222745,0.002087107
230287,14039,95,1495178,6.35376E-05
230288,14039,141,1495178,9.43032E-05
230314,14125,44,9774,0.004501739
230315,14125,890,9774,0.091057909
230335,11008,446,13956,0.031957581
230356,11017,710,433406,0.001638187
230357,11017,1265,433406,0.002918741
230358,11017,447,433406,0.001031366
230376,11009,65,40864,0.001590642
230385,22014,3122,730455,0.004274048
230386,22014,293,730455,0.00040112
230387,22014,116,730455,0.000158805
230388,22014,85,730455,0.000116366
230389,22014,3871,730455,0.005299437
230404,22007,1289,23622,0.054567776
230405,22007,803,23622,0.033993735
230423,13084,644,13243,0.048629465
230424,13084,965,13243,0.072868685
230449,13068,166,1624,0.102216749
230450,13068,1138,1624,0.700738916
230471,30083,482,3599,0.133926091
231275,18020,468,103645,0.004515413
231276,18020,399,103645,0.003849679
231277,18020,95,103645,0.00091659
231278,18020,10,103645,9.64832E-05
231279,18020,73,103645,0.000704327
231280,18020,98,103645,0.000945535
231281,18020,113,103645,0.00109026
231293,14080,33,672,0.049107143
231294,14080,231,672,0.34375
231320,14036,1,13513,7.40028E-05
231321,14036,6,13513,0.000444017
231333,14009,1696,14151,0.119850187
231334,14009,1662,14151,0.11744753
231339,14120,854,1222745,0.000698429
231340,14120,1908,1222745,0.001560423
231341,14120,72,1222745,5.88839E-05
231342,14120,2639,1222745,0.002158259
231343,14120,406,1222745,0.00033204
231344,14120,1341,1222745,0.001096713
231345,14120,213,1222745,0.000174198
231346,14120,2431,1222745,0.00198815
231347,14120,20,1222745,1.63566E-05
231360,14001,447,11890,0.037594617
231361,14001,50,11890,0.004205214
231365,14093,49,116969,0.000418914
231366,14093,27,116969,0.00023083
231415,11017,2181,433406,0.005032233
231444,22014,2049,730455,0.002805101
231445,22014,2,730455,2.73802E-06
231446,22014,1693,730455,0.002317733
